index,subject ,Q,A
325,PPI,PPI报表发现错误时应如何进行修改? ,"依据报表审核流程，需要市级和省级两级审核后通过后才可上报国家，国家还要进行审核查询。
在市级审核过程中，应即报即审。专业人员在统计联网直报平台审核时，发现企业数据可疑或者错误，应立即联系企业核实情况，找出错误原因，要求企业在统计联网直报平台上重新上报正确数据，并做好查询记录登记。
在总队审核过程中，发现错误应立即通知市队专业人员与相关企业统计人员取得联系，核实情况查明原因。企业需要在统计联网直报平台上更正数据后，市级专业人员需要重新导出平台数据进行工业生产者价格调查数据处理程序审核后再上报数据包、质量调整清单及情况说明，并做好查询修改记录留存，并针对错误原因对企业做好培训讲解，防止类似错误再次发生。该操作要确保平台数据与数据包一致。
总队审核时间可能已经超过企业直报时间，企业登录联网直报平台后没有报表。此时的操作方法为：市队专业人员通过系统用户对相关企业报表设定为验收不通过，限定时间再次上报，企业统计人员再登录联网直报平台就可修改报表数据重新上报，市队专业人员再次审核后需将报表验收通过。
在国家审核过程中，发现错误应该及时请相关地区查明数据错报原因，修正数据，并提出整改方案。如有错误的，应先请国家局开通修改上报权限，并及时修正后上报；如平台数据已不可修改，可以先由市队和总队两级在工业生产者价格调查数据处理程序中修正数据，做好错误修改记录，待下月企业登录统计联网直报平台报表时间，修改基期价格数据为正确的数据。市队和总队要做好数据修正的提醒和督导。"
326,PPI,流通领域重要生产资料市场价格监测是怎么开展的? ,"流通领域重要生产资料市场价格监测自 2014年1月开始，每月 4 日、14 日、24 日发布上一旬数据，节假日顺延。反映了流通领域9大类50种生产资料市场价格监测情况，监测范围涵盖全国31个省(区、市)300多个交易市场的近 2000家批发商、代理商、经销商等经营企业。
流通领域重要生产资料市场价格，是指重要生产资料经营企业的批发和销售价格，与出厂价格不同，生产资料市场价格既包含出厂价格，也包含有经营企业的流通费用、利润和税费等。出厂价格与市场价格互相影响，存在时滞，两者的变动趋势在某一时间段内有可能会出现不完全一致的情况。"
327,PPI,国民经济行业分类标准与国际行业分类标准(ISIC)/（NAICS）有无对应关系？,"我国的国民经济行业分类标准(GB/T 4754—2017)建立了与联合国《所有经济活动的国际标准行业分类》(2006 年,修订第四版,简称:ISIC  Rev.4)的对应关系，具体内容在《国民经济行业分类》(GB/T4754—2017)中可以查到;但没有建立与北美产业分类系统(NAICS)的对应关系。"
328,HPI,现行房地产价格统计调查方法是怎么样的？,新建住宅销售价格调查为全面调查，基础数据直接采用当地房地产主管部门提供的网签备案数据。二手住宅销售价格调查部分城市采用重点调查与典型调查相结合的方法，按照房地产经纪机构或房屋居住服务平台等相关企业上报、房地产主管部门提供与调查员实地采价相结合的方式收集基础数据；部分城市采用全面调查，基础数据采用当地房地产主管部门提供的网签备案数据。
329,HPI,住宅销售价格调查中，价格资料应从哪里取得？,由于住宅销售价格构成及其影响因素的多样性，其价格资料的来源在各地有所不同。从主管部门看，有住房和城乡建设委（建设局）、规划和自然资源局、房地产管理局、住宅交易中心和不动产登记中心等；从社会调查对象看，有房地产开发商（销售商）和二手房交易中心（房地产经纪机构或房屋居住服务平台）等。各地应依照方案所规定的抽选原则，根据当地的实际情况，确定调查对象。                 新建商品住宅采用房地产主管部门的网签备案数据，一般为住房和城乡建设委（建设局）、房地产管理局。二手住宅可通过住房和城乡建设委（建设局）、规划和自然资源局、房地产管理局、不动产登记中心、二手房交易中心（房地产经纪机构或房屋居住服务平台）等部门和企业调查取得。
330,HPI,房价调查中，如何选取填报重点企业调查问卷的企业？,选取报告月内新批预售楼盘或成交面积及成交金额排名靠前的新建楼盘，以及有代表性的房地产经纪机构或房屋居住服务平台等相关企业（原则上应覆盖市辖各区）进行实地调查。
331,HPI,房价调查中，新建商品住宅和新建住宅的关系？,两者是包含关系，新建住宅包含新建商品住宅与保障性住房。其中，保障性住房是指政府为中低收入住房困难家庭所提供的限定标准、限定价格或租金的住房，一般由廉租住房、经济适用住房、政策性租赁住房、定向安置房等构成。
332,HPI,房地产价格统计调查中的金额和价格是如何界定的？,房地产价格统计调查中销售金额和销售价格均是买方为取得房地产所有权所支付的实际成交金额和平均价格，不包括与交易有关的各种税费、手续费、中介费和物业服务费等。由于住宅销售（交易）价格受住宅地段、环境、层位、朝向、装修等因素的影响，所以房地产销售（交易）价格有基价、起价、平均交易价等等。住宅销售（交易）价格统一按建筑面积计算。新建商品住宅销售价格是指新建商品住宅实际销售（交易）价，包括住宅销售前的装修费用，无论其价格高低都视为房地产销售（交易）价格的组成部分。二手住宅销售价格是指二手住宅实际交易价格，该指标取自《存量房屋买卖合同》。若合同中含有相关税费，则应将其扣除。假如一套二手住宅建筑面积70平方米，包含税费的金额为103万，其中税费12万，则实际销售金额为103-12=91万，住宅销售单价为（103-12）/70=13000元/平方米。
333,HPI,房价调查中，如何选取填报二手住宅销售价格调查表的房地产经纪机构及相关企业？,在选取时应遵循以下原则：                    （1）选取房地产经纪机构或房屋居住服务平台等相关企业要注重代表性。为保证调查资料的可靠性和连续性，要统筹考虑各种因素，选择规模大、实力强、营业额占当地总营业额比重较大、经营状况比较稳定的房地产经纪机构或房屋居住服务平台等相关企业，总营业额一般应占当地二手住宅总营业额的70%以上；对于经纪机构或相关企业经营分散、整体成交比重较小的城市，一般应选取不少于15家有代表性的经纪机构或相关企业填报数据。房地产经纪机构或相关企业原则上应报送当月全部销售数据，并按规定内容和要求填报调查表。                                  （2）各城市按照具体情况划分统计单位（包括但不限于各商圈、片区、街道、住宅小区或社区以及房地产经纪机构下辖门店等），要综合考虑住宅类型、区域、地段、结构等统计口径的一致性。
334,HPI,商品住宅销售价格指数中各基本分类的权数测算方法是什么？权数每月是否变化？,商品住宅销售价格指数是一个综合指数，反映的是一定时期内房价综合变动趋势，是各分类销售价格的变化加权汇总的结果。                      我国商品住宅销售价格指数将逢“5”、逢“0”的年份作为基期年，每五年进行一次基期轮换。本轮基期固定在2020年，2021—2025年为新一轮指数编制周期，在基期年固定各基本分类的权数。我国住宅销售价格指数编制采用的是国际通用的拉氏公式，权数为对比期各基本分类销售金额占总金额的比重。计算月度环比指数时，对比基期为上月，权数即为上月各类金额比重。计算同比指数时，对比基期为上年同月，权数即为上年同月各类金额比重。计算定基指数时，对比基期为基期年，权数即为基期年各类金额比重。由于各基本分类在不同月份的金额比重是会变化的，所以计算环比和同比指数时权数是每月变化的；但基期年各基本分类的金额比重是固定的，所以计算定基指数时权数是固定的。
